month,product_line,channel,region,policy_count,gross_written_premium,renewal_count,renewal_premium,average_ticket_size,notes
2023-05,Health (Retail),Broker,East,190,6334833.7,165,5469477.75,33341.23,Spike from new IRDAI Bima Trinity awareness campaign
2023-05,Health (Retail),Broker,North,343,6578050.57,223,4250694.43,19177.99,Spike from new IRDAI Bima Trinity awareness campaign
2023-05,Health (Retail),Broker,South,333,8334570.42,233,5792235.54,25028.74,Spike from new IRDAI Bima Trinity awareness campaign
2023-05,Health (Retail),Broker,West,344,10902422.96,272,8835800.32,31693.09,Spike from new IRDAI Bima Trinity awareness campaign
2023-05,Health (Retail),Direct/Online,East,257,5055002.39,149,2861565.86,19669.27,Spike from new IRDAI Bima Trinity awareness campaign
2023-05,Health (Retail),Direct/Online,North,457,14911297.62,397,13034573.96,32628.66,Spike from new IRDAI Bima Trinity awareness campaign
2023-05,Health (Retail),Direct/Online,South,445,15620341.05,331,11690691.61,35101.89,Spike from new IRDAI Bima Trinity awareness campaign
2023-05,Health (Retail),Direct/Online,West,380,4978030.4,275,3543683.0,13100.08,Spike from new IRDAI Bima Trinity awareness campaign
2023-05,Health (Retail),PoSP,East,117,3509207.91,97,2795778.62,29993.23,Spike from new IRDAI Bima Trinity awareness campaign
2023-05,Health (Retail),PoSP,North,223,4156224.94,195,3811702.05,18637.78,Spike from new IRDAI Bima Trinity awareness campaign
2023-05,Health (Retail),PoSP,South,222,7452753.12,166,5390088.06,33570.96,Spike from new IRDAI Bima Trinity awareness campaign
2023-05,Health (Retail),PoSP,West,181,4334629.63,141,3259707.09,23948.23,Spike from new IRDAI Bima Trinity awareness campaign
2023-05,Home,Agent,East,77,334554.99,49,203497.49,4344.87,
2023-05,Home,Agent,North,161,910319.76,119,670463.85,5654.16,
2023-05,Home,Agent,South,129,500779.29,93,348935.07,3882.01,
2023-05,Home,Agent,West,125,707675.0,92,527653.12,5661.4,
2023-05,Home,Bancassurance,East,61,212997.36,45,149589.45,3491.76,
2023-05,Home,Bancassurance,North,101,437292.63,66,287536.92,4329.63,
2023-05,Home,Bancassurance,South,99,656219.52,82,531223.88,6628.48,
2023-05,Home,Bancassurance,West,92,621034.04,74,514421.36,6750.37,
2023-05,Home,Broker,East,49,389851.35,40,319035.6,7956.15,
2023-05,Home,Broker,North,93,822463.17,69,628058.7,8843.69,
2023-05,Home,Broker,South,106,744376.52,70,514271.8,7022.42,
2023-05,Home,Broker,West,74,653889.9,48,432549.12,8836.35,
2023-05,Home,Direct/Online,East,72,242384.4,58,187251.26,3366.45,
2023-05,Home,Direct/Online,North,116,981148.88,95,776793.15,8458.18,
2023-05,Home,Direct/Online,South,124,475531.32,100,381239.0,3834.93,
2023-05,Home,Direct/Online,West,95,361053.2,80,294932.0,3800.56,
2023-05,Home,PoSP,East,30,194352.3,22,145702.48,6478.41,
2023-05,Home,PoSP,North,57,171107.16,44,131169.72,3001.88,
2023-05,Home,PoSP,South,51,258081.42,37,193619.15,5060.42,
2023-05,Home,PoSP,West,43,169697.35,30,119865.9,3946.45,
2023-05,Motor (Car),Agent,East,378,5073920.46,298,3831797.24,13423.07,
2023-05,Motor (Car),Agent,North,780,17095330.2,669,15353663.73,21917.09,
2023-05,Motor (Car),Agent,South,737,9412617.61,562,7395801.98,12771.53,
2023-05,Motor (Car),Agent,West,578,5399410.12,402,3653183.04,9341.54,
2023-05,Motor (Car),Bancassurance,East,289,4816216.79,218,3793758.08,16665.11,
2023-05,Motor (Car),Bancassurance,North,504,7740129.6,354,5356462.5,15357.4,
2023-05,Motor (Car),Bancassurance,South,429,7755573.54,337,6376457.88,18078.26,
2023-05,Motor (Car),Bancassurance,West,395,4942832.5,314,3751386.26,12513.5,
2023-05,Motor (Car),Broker,East,278,4807089.82,203,3568005.14,17291.69,
2023-05,Motor (Car),Broker,North,427,9075479.35,357,7936488.42,21254.05,
2023-05,Motor (Car),Broker,South,384,7356307.2,298,5891373.58,19157.05,
2023-05,Motor (Car),Broker,West,390,5012564.7,254,3309884.16,12852.73,
2023-05,Motor (Car),Direct/Online,East,338,4397954.6,236,3193054.04,13011.7,
2023-05,Motor (Car),Direct/Online,North,538,6166071.8,407,4636377.13,11461.1,
2023-05,Motor (Car),Direct/Online,South,636,10832606.4,411,6743087.94,17032.4,
2023-05,Motor (Car),Direct/Online,West,449,10747542.38,300,7221357.0,23936.62,
2023-05,Motor (Car),PoSP,East,133,1311168.53,90,844000.2,9858.41,
2023-05,Motor (Car),PoSP,North,229,1956692.79,167,1488774.94,8544.51,
2023-05,Motor (Car),PoSP,South,230,4027380.5,184,3081420.4,17510.35,
2023-05,Motor (Car),PoSP,West,220,4464717.4,166,3485687.92,20294.17,
2023-05,Motor (Two-Wheeler),Agent,East,729,1817841.69,557,1363669.68,2493.61,
2023-05,Motor (Two-Wheeler),Agent,North,1248,3387708.48,995,2574771.45,2714.51,
2023-05,Motor (Two-Wheeler),Agent,South,1070,1710074.0,685,1079039.4,1598.2,
2023-05,Motor (Two-Wheeler),Agent,West,1046,2829890.24,848,2255281.44,2705.44,
2023-05,Motor (Two-Wheeler),Bancassurance,East,538,937723.24,428,713831.24,1742.98,
2023-05,Motor (Two-Wheeler),Bancassurance,North,872,2994151.52,638,2111435.48,3433.66,
2023-05,Motor (Two-Wheeler),Bancassurance,South,904,3158214.4,573,2087295.75,3493.6,
2023-05,Motor (Two-Wheeler),Bancassurance,West,798,2059127.28,666,1772226.0,2580.36,
2023-05,Motor (Two-Wheeler),Broker,East,461,1555704.43,358,1182352.28,3374.63,
2023-05,Motor (Two-Wheeler),Broker,North,747,2115205.2,493,1450800.4,2831.6,
2023-05,Motor (Two-Wheeler),Broker,South,721,2345102.97,491,1584928.36,3252.57,
2023-05,Motor (Two-Wheeler),Broker,West,805,2727975.95,634,2188295.38,3388.79,
2023-05,Motor (Two-Wheeler),Direct/Online,East,565,1869720.6,407,1325330.38,3309.24,
2023-05,Motor (Two-Wheeler),Direct/Online,North,1034,3349767.08,722,2442894.22,3239.62,
2023-05,Motor (Two-Wheeler),Direct/Online,South,928,1459586.24,702,1087713.9,1572.83,
2023-05,Motor (Two-Wheeler),Direct/Online,West,822,1511731.98,550,1028885.0,1839.09,
2023-05,Motor (Two-Wheeler),PoSP,East,228,709996.56,164,529123.04,3114.02,
2023-05,Motor (Two-Wheeler),PoSP,North,446,905286.34,303,624795.09,2029.79,
2023-05,Motor (Two-Wheeler),PoSP,South,425,1086104.5,288,716276.16,2555.54,
2023-05,Motor (Two-Wheeler),PoSP,West,339,967875.51,250,715817.5,2855.09,
2023-05,SME/Commercial,Agent,East,46,2861607.56,37,2316414.23,62208.86,
2023-05,SME/Commercial,Agent,North,82,5631072.84,66,4670241.84,68671.62,
2023-05,SME/Commercial,Agent,South,78,8720010.0,48,5112995.04,111795.0,
2023-05,SME/Commercial,Agent,West,65,6500925.6,44,4270231.24,100014.24,
2023-05,SME/Commercial,Bancassurance,East,29,2544348.06,21,1900110.45,87736.14,
2023-05,SME/Commercial,Bancassurance,North,53,4597987.44,38,3234384.06,86754.48,
2023-05,SME/Commercial,Bancassurance,South,50,1672824.5,35,1207311.7,33456.49,
2023-05,SME/Commercial,Bancassurance,West,44,3960720.28,35,3142548.5,90016.37,
2023-05,SME/Commercial,Broker,East,28,2201094.28,24,1978511.76,78610.51,
2023-05,SME/Commercial,Broker,North,52,1642890.08,43,1290878.49,31594.04,
2023-05,SME/Commercial,Broker,South,50,896509.0,40,746942.4,17930.18,
2023-05,SME/Commercial,Broker,West,37,5263368.77,26,3758986.92,142253.21,
2023-05,SME/Commercial,Direct/Online,East,36,3711856.32,28,2954070.0,103107.12,
2023-05,SME/Commercial,Direct/Online,North,63,6307869.33,42,4117065.96,100124.91,
2023-05,SME/Commercial,Direct/Online,South,54,5884396.74,34,3624584.62,108970.31,
2023-05,SME/Commercial,Direct/Online,West,52,2470689.0,38,1765366.76,47513.25,
2023-05,SME/Commercial,PoSP,East,18,2545818.84,13,1845379.12,141434.38,
2023-05,SME/Commercial,PoSP,North,29,1973283.83,21,1431601.92,68044.27,
2023-05,SME/Commercial,PoSP,South,27,2849390.19,19,2078682.84,105532.97,
2023-05,SME/Commercial,PoSP,West,23,786347.0,19,655184.6,34189.0,
2023-05,Travel,Agent,East,411,1153812.63,350,957064.5,2807.33,
2023-05,Travel,Agent,North,878,912224.44,652,665059.56,1038.98,
2023-05,Travel,Agent,South,824,748290.88,603,523355.76,908.12,
2023-05,Travel,Agent,West,728,758270.24,490,514245.2,1041.58,
2023-05,Travel,Bancassurance,East,325,365550.25,263,282822.31,1124.77,
2023-05,Travel,Bancassurance,North,601,1218233.01,418,868637.44,2027.01,
2023-05,Travel,Bancassurance,South,555,702052.8,358,449687.38,1264.96,
2023-05,Travel,Bancassurance,West,485,652649.95,368,506802.24,1345.67,
2023-05,Travel,Broker,East,339,318561.69,227,206583.62,939.71,
2023-05,Travel,Broker,North,581,1193222.94,396,836922.24,2053.74,
2023-05,Travel,Broker,South,473,625428.98,370,467384.0,1322.26,
2023-05,Travel,Broker,West,453,628791.18,408,559612.8,1388.06,
2023-05,Travel,Direct/Online,East,360,209916.0,281,156508.57,583.1,
2023-05,Travel,Direct/Online,North,718,2118954.42,568,1691197.28,2951.19,
2023-05,Travel,Direct/Online,South,552,1429094.88,400,1039136.0,2588.94,
2023-05,Travel,Direct/Online,West,542,755114.4,422,609047.28,1393.2,
2023-05,Travel,PoSP,East,161,291550.07,130,242940.1,1810.87,
2023-05,Travel,PoSP,North,308,747657.68,262,658392.9,2427.46,
2023-05,Travel,PoSP,South,291,685674.57,250,587607.5,2356.27,
2023-05,Travel,PoSP,West,243,715134.42,184,555413.2,2942.94,
2023-06,Crop,Agent,East,37,115642.76,27,80801.55,3125.48,
2023-06,Crop,Agent,North,64,1214787.84,46,853264.12,18981.06,
2023-06,Crop,Agent,South,59,760684.05,42,549306.24,12892.95,
2023-06,Crop,Agent,West,50,223250.5,36,157664.16,4465.01,
2023-06,Crop,Bancassurance,East,24,283744.56,21,236257.77,11822.69,
2023-06,Crop,Bancassurance,North,42,161508.06,29,114078.75,3845.43,
2023-06,Crop,Bancassurance,South,41,546363.95,31,413827.68,13325.95,
2023-06,Crop,Bancassurance,West,40,467998.4,30,358529.7,11699.96,
2023-06,Crop,Broker,East,23,179127.45,20,150801.2,7788.15,
2023-06,Crop,Broker,North,46,868628.12,37,724391.92,18883.22,
2023-06,Crop,Broker,South,35,560088.2,23,367729.75,16002.52,
2023-06,Crop,Broker,West,31,351238.68,26,292726.98,11330.28,
2023-06,Crop,Direct/Online,East,29,270896.54,21,197046.99,9341.26,
2023-06,Crop,Direct/Online,North,57,941242.14,42,661396.26,16513.02,
2023-06,Crop,Direct/Online,South,44,603392.68,35,465412.5,13713.47,
2023-06,Crop,Direct/Online,West,40,805882.0,28,564211.2,20147.05,
2023-06,Crop,PoSP,East,12,178073.52,10,153240.4,14839.46,
2023-06,Crop,PoSP,North,23,334397.69,19,273539.01,14539.03,
2023-06,Crop,PoSP,South,20,204063.4,16,164779.04,10203.17,
2023-06,Crop,PoSP,West,19,61469.75,12,40294.08,3235.25,
2023-06,Health (Group),Agent,East,52,2954517.28,39,2200812.51,56817.64,
2023-06,Health (Group),Agent,North,97,6897044.35,86,6106441.18,71103.55,
2023-06,Health (Group),Agent,South,95,3937991.3,73,3170924.36,41452.54,
2023-06,Health (Group),Agent,West,80,2661036.0,56,1879589.6,33262.95,
2023-06,Health (Group),Bancassurance,East,35,3015102.65,25,2081159.5,86145.79,
2023-06,Health (Group),Bancassurance,North,60,2239636.8,49,1879939.39,37327.28,
2023-06,Health (Group),Bancassurance,South,57,4260210.78,36,2682140.04,74740.54,
2023-06,Health (Group),Bancassurance,West,62,1789706.26,50,1408242.0,28866.23,
2023-06,Health (Group),Broker,East,34,1545226.22,25,1145512.5,45447.83,
2023-06,Health (Group),Broker,North,59,4320010.09,40,2790055.6,73220.51,
2023-06,Health (Group),Broker,South,53,2467761.09,39,1878007.17,46561.53,
2023-06,Health (Group),Broker,West,46,3479687.02,34,2535765.22,75645.37,
2023-06,Health (Group),Direct/Online,East,39,3438053.58,31,2738164.28,88155.22,
2023-06,Health (Group),Direct/Online,North,80,2404594.4,53,1594839.43,30057.43,
2023-06,Health (Group),Direct/Online,South,72,2435839.92,46,1514881.2,33831.11,
2023-06,Health (Group),Direct/Online,West,64,2399775.36,42,1504291.74,37496.49,
2023-06,Health (Group),PoSP,East,17,587122.54,12,406487.52,34536.62,
2023-06,Health (Group),PoSP,North,33,869058.3,21,542250.45,26335.1,
2023-06,Health (Group),PoSP,South,29,1912626.56,19,1237971.03,65952.64,
2023-06,Health (Group),PoSP,West,28,2249542.12,22,1779403.34,80340.79,
2023-06,Health (Retail),Agent,East,246,6945212.22,190,5533430.8,28232.57,
2023-06,Health (Retail),Agent,North,483,15446605.65,328,10453084.48,31980.55,
2023-06,Health (Retail),Agent,South,399,7469547.33,332,6080473.76,18720.67,
2023-06,Health (Retail),Agent,West,409,12226682.81,332,10229454.52,29894.09,
2023-06,Health (Retail),Bancassurance,East,200,2496660.0,141,1732732.08,12483.3,
2023-06,Health (Retail),Bancassurance,North,351,10924815.33,235,7379643.9,31124.83,
2023-06,Health (Retail),Bancassurance,South,307,8683151.16,235,6977260.45,28283.88,
2023-06,Health (Retail),Bancassurance,West,262,7039088.5,203,5322286.48,26866.75,
2023-06,Health (Retail),Broker,East,163,5404990.35,109,3511872.09,33159.45,
2023-06,Health (Retail),Broker,North,266,4560506.16,178,3160635.64,17144.76,
2023-06,Health (Retail),Broker,South,254,7255057.88,154,4449548.18,28563.22,
2023-06,Health (Retail),Broker,West,275,7242430.25,189,4765941.18,26336.11,
2023-06,Health (Retail),Direct/Online,East,210,6086627.4,135,3725323.65,28983.94,
2023-06,Health (Retail),Direct/Online,North,373,5135430.43,253,3611519.34,13767.91,
2023-06,Health (Retail),Direct/Online,South,339,9328635.9,293,8043682.12,27518.1,
2023-06,Health (Retail),Direct/Online,West,338,10446075.9,234,7005363.3,30905.55,
2023-06,Health (Retail),PoSP,East,88,2206924.72,64,1659616.64,25078.69,
2023-06,Health (Retail),PoSP,North,161,4296304.32,138,3812774.4,26685.12,
2023-06,Health (Retail),PoSP,South,148,4657198.88,131,3940423.67,31467.56,
2023-06,Health (Retail),PoSP,West,144,2099080.8,115,1671999.95,14576.95,
2023-06,Home,Agent,East,89,204465.04,71,159906.2,2297.36,
2023-06,Home,Agent,North,155,1113709.1,105,791427.0,7185.22,
2023-06,Home,Agent,South,141,561779.25,116,469594.68,3984.25,
2023-06,Home,Agent,West,132,421208.04,92,284487.92,3190.97,
2023-06,Home,Bancassurance,East,66,236455.56,43,159664.16,3582.66,
2023-06,Home,Bancassurance,North,101,335989.63,74,249200.92,3326.63,
2023-06,Home,Bancassurance,South,97,878128.39,74,657976.18,9052.87,
2023-06,Home,Bancassurance,West,95,649516.9,73,488460.52,6837.02,
2023-06,Home,Broker,East,54,460478.52,42,348675.18,8527.38,
2023-06,Home,Broker,North,91,236195.96,66,174354.84,2595.56,
2023-06,Home,Broker,South,92,743358.16,79,655493.02,8079.98,
2023-06,Home,Broker,West,90,650327.4,61,461848.69,7225.86,
2023-06,Home,Direct/Online,East,59,225840.2,47,172179.33,3827.8,
2023-06,Home,Direct/Online,North,128,1048652.8,95,743169.8,8192.6,
2023-06,Home,Direct/Online,South,112,1016366.4,80,709632.8,9074.7,
2023-06,Home,Direct/Online,West,106,216723.36,83,173875.04,2044.56,
2023-06,Home,PoSP,East,33,144789.48,23,98622.39,4387.56,
2023-06,Home,PoSP,North,54,320842.62,40,230896.4,5941.53,
2023-06,Home,PoSP,South,54,355143.96,41,272959.14,6576.74,
2023-06,Home,PoSP,West,49,213262.21,35,145521.6,4352.29,
2023-06,Motor (Car),Agent,East,402,4094084.58,329,3416039.9,10184.29,
2023-06,Motor (Car),Agent,North,721,16181467.89,606,14217190.26,22443.09,
2023-06,Motor (Car),Agent,South,702,15413982.48,561,11901110.1,21957.24,
2023-06,Motor (Car),Agent,West,608,6845885.44,437,4880949.14,11259.68,
2023-06,Motor (Car),Bancassurance,East,320,7619849.6,221,5382375.44,23812.03,
2023-06,Motor (Car),Bancassurance,North,477,5686245.45,346,4174849.84,11920.85,
2023-06,Motor (Car),Bancassurance,South,537,12766439.31,390,9327087.9,23773.63,
2023-06,Motor (Car),Bancassurance,West,441,7537982.13,330,5793420.6,17092.93,
2023-06,Motor (Car),Broker,East,248,4331446.48,204,3604659.6,17465.51,
2023-06,Motor (Car),Broker,North,492,4248011.64,353,3070411.65,8634.17,
2023-06,Motor (Car),Broker,South,411,6543054.24,304,4950591.36,15919.84,
2023-06,Motor (Car),Broker,West,406,4551251.88,269,3116781.95,11209.98,
2023-06,Motor (Car),Direct/Online,East,338,8149129.3,251,5895134.09,24109.85,
2023-06,Motor (Car),Direct/Online,North,603,10594197.45,411,7086124.98,17569.15,
2023-06,Motor (Car),Direct/Online,South,606,8895019.5,445,6697401.3,14678.25,
2023-06,Motor (Car),Direct/Online,West,499,10244779.38,440,9076082.4,20530.62,
2023-06,Motor (Car),PoSP,East,152,3853431.04,106,2681690.82,25351.52,
2023-06,Motor (Car),PoSP,North,264,5649721.44,173,3837480.81,21400.46,
2023-06,Motor (Car),PoSP,South,231,3808635.6,200,3425146.0,16487.6,
2023-06,Motor (Car),PoSP,West,209,4981057.29,166,3927535.1,23832.81,
2023-06,Motor (Two-Wheeler),Agent,East,767,2165448.09,531,1484787.51,2823.27,
2023-06,Motor (Two-Wheeler),Agent,North,1428,3863596.8,941,2436766.55,2705.6,
2023-06,Motor (Two-Wheeler),Agent,South,1211,2356957.19,933,1881263.88,1946.29,
2023-06,Motor (Two-Wheeler),Agent,West,1121,2756482.95,905,2335651.15,2458.95,
2023-06,Motor (Two-Wheeler),Bancassurance,East,574,1745918.58,472,1372731.76,3041.67,
2023-06,Motor (Two-Wheeler),Bancassurance,North,983,2057939.99,762,1656626.1,2093.53,
2023-06,Motor (Two-Wheeler),Bancassurance,South,820,1420904.2,589,980396.39,1732.81,
2023-06,Motor (Two-Wheeler),Bancassurance,West,740,1432906.4,567,1092353.85,1936.36,
2023-06,Motor (Two-Wheeler),Broker,East,414,1404532.26,374,1222377.86,3392.59,
2023-06,Motor (Two-Wheeler),Broker,North,802,2509313.64,644,2112854.52,3128.82,
2023-06,Motor (Two-Wheeler),Broker,South,779,2611184.63,619,2116249.58,3351.97,
2023-06,Motor (Two-Wheeler),Broker,West,655,1655486.3,398,1011194.62,2527.46,
2023-06,Motor (Two-Wheeler),Direct/Online,East,605,1505953.9,433,1098339.14,2489.18,
2023-06,Motor (Two-Wheeler),Direct/Online,North,1050,2688105.0,686,1818743.78,2560.1,
2023-06,Motor (Two-Wheeler),Direct/Online,South,925,2906673.75,654,1959220.5,3142.35,
2023-06,Motor (Two-Wheeler),Direct/Online,West,921,2182558.17,632,1488410.56,2369.77,
2023-06,Motor (Two-Wheeler),PoSP,East,261,513838.53,226,430536.78,1968.73,
2023-06,Motor (Two-Wheeler),PoSP,North,502,1344617.04,334,856262.44,2678.52,
2023-06,Motor (Two-Wheeler),PoSP,South,408,1189862.64,279,800185.95,2916.33,
2023-06,Motor (Two-Wheeler),PoSP,West,401,819924.7,329,688333.8,2044.7,
2023-06,SME/Commercial,Agent,East,47,2911681.49,38,2273500.86,61950.67,
2023-06,SME/Commercial,Agent,North,80,2398428.0,59,1801763.83,29980.35,
2023-06,SME/Commercial,Agent,South,76,5901593.04,52,4000991.8,77652.54,
2023-06,SME/Commercial,Agent,West,62,1242383.28,45,869473.35,20038.44,
2023-06,SME/Commercial,Bancassurance,East,32,3174846.4,27,2596750.65,99213.95,
2023-06,SME/Commercial,Bancassurance,North,53,6449865.21,48,5749277.28,121695.57,
2023-06,SME/Commercial,Bancassurance,South,49,2743723.15,33,1786347.42,55994.35,
2023-06,SME/Commercial,Bancassurance,West,51,4909267.14,38,3638424.0,96260.14,
2023-06,SME/Commercial,Broker,East,29,3341608.81,19,2239031.06,115227.89,
2023-06,SME/Commercial,Broker,North,39,1303131.18,27,925630.47,33413.62,
2023-06,SME/Commercial,Broker,South,50,7602366.5,37,5599356.52,152047.33,
2023-06,SME/Commercial,Broker,West,42,2945467.14,33,2309318.22,70130.17,
2023-06,SME/Commercial,Direct/Online,East,37,1656148.49,24,1111257.36,44760.77,
2023-06,SME/Commercial,Direct/Online,North,68,7473055.16,51,5437021.26,109897.87,
2023-06,SME/Commercial,Direct/Online,South,58,4655056.22,39,3285003.54,80259.59,
2023-06,SME/Commercial,Direct/Online,West,53,1726238.09,35,1182158.25,32570.53,
2023-06,SME/Commercial,PoSP,East,15,935264.85,10,638844.8,62350.99,
2023-06,SME/Commercial,PoSP,North,27,1402155.63,22,1123829.52,51931.69,
2023-06,SME/Commercial,PoSP,South,25,1270683.0,19,947994.36,50827.32,
2023-06,SME/Commercial,PoSP,West,24,529068.96,16,342464.0,22044.54,
2023-06,Travel,Agent,East,446,973029.28,397,901257.49,2181.68,
2023-06,Travel,Agent,North,813,1619861.85,516,1019972.04,1992.45,
2023-06,Travel,Agent,South,735,984635.4,631,815838.83,1339.64,
2023-06,Travel,Agent,West,665,1432862.2,404,883943.92,2154.68,
2023-06,Travel,Bancassurance,East,298,293607.48,254,252483.62,985.26,
2023-06,Travel,Bancassurance,North,511,901076.96,425,713371.0,1763.36,
2023-06,Travel,Bancassurance,South,499,1037361.12,369,759243.33,2078.88,
2023-06,Travel,Bancassurance,West,468,1281360.6,338,906948.64,2737.95,
2023-06,Travel,Broker,East,289,229205.9,201,159811.08,793.1,
2023-06,Travel,Broker,North,454,505129.48,330,365666.4,1112.62,
2023-06,Travel,Broker,South,456,1147674.48,349,859066.99,2516.83,
2023-06,Travel,Broker,West,429,1303984.11,291,871926.21,3039.59,
2023-06,Travel,Direct/Online,East,356,623637.24,276,500040.24,1751.79,
2023-06,Travel,Direct/Online,North,699,774981.3,475,502455.0,1108.7,
2023-06,Travel,Direct/Online,South,570,1561332.6,426,1161995.94,2739.18,
2023-06,Travel,Direct/Online,West,443,960716.38,343,731522.96,2168.66,
2023-06,Travel,PoSP,East,142,318048.76,103,236940.17,2239.78,
2023-06,Travel,PoSP,North,294,372465.66,226,274429.54,1266.89,
2023-06,Travel,PoSP,South,266,657961.64,231,574695.66,2473.54,
2023-06,Travel,PoSP,West,210,455723.1,156,324659.4,2170.11,
2023-07,Crop,Agent,East,39,783432.78,28,576646.56,20088.02,
2023-07,Crop,Agent,North,75,1090570.5,50,754619.5,14540.94,
2023-07,Crop,Agent,South,66,223375.68,46,152977.14,3384.48,
2023-07,Crop,Agent,West,63,612767.61,43,427302.18,9726.47,
2023-07,Crop,Bancassurance,East,30,320861.7,27,276321.78,10695.39,
2023-07,Crop,Bancassurance,North,47,190690.28,35,144971.75,4057.24,
2023-07,Crop,Bancassurance,South,47,723040.01,32,498540.8,15383.83,
2023-07,Crop,Bancassurance,West,37,313186.13,25,201251.75,8464.49,
2023-07,Crop,Broker,East,24,454247.76,18,339834.06,18926.99,
2023-07,Crop,Broker,North,40,516723.2,26,339689.48,12918.08,
2023-07,Crop,Broker,South,42,704550.84,32,540549.76,16775.02,
2023-07,Crop,Broker,West,36,152144.64,29,123149.95,4226.24,
2023-07,Crop,Direct/Online,East,31,257553.27,21,168352.38,8308.17,
2023-07,Crop,Direct/Online,North,59,1174294.7,47,931226.04,19903.3,
2023-07,Crop,Direct/Online,South,51,212925.51,35,148493.8,4175.01,
2023-07,Crop,Direct/Online,West,49,458997.7,33,322498.11,9367.3,
2023-07,Crop,PoSP,East,13,98950.02,10,76592.7,7611.54,
2023-07,Crop,PoSP,North,23,363382.75,18,278802.9,15799.25,
2023-07,Crop,PoSP,South,24,148225.2,16,94994.72,6176.05,
2023-07,Crop,PoSP,West,20,337524.8,16,273333.44,16876.24,
2023-07,Health (Group),Agent,East,57,1636451.19,39,1120148.64,28709.67,
2023-07,Health (Group),Agent,North,95,6508011.1,68,4773092.72,68505.38,
2023-07,Health (Group),Agent,South,100,7298549.0,81,5643934.2,72985.49,
2023-07,Health (Group),Agent,West,82,5666605.08,60,4218396.6,69104.94,
2023-07,Health (Group),Bancassurance,East,40,2209611.2,30,1622878.8,55240.28,
2023-07,Health (Group),Bancassurance,North,66,1768945.86,45,1154594.25,26802.21,
2023-07,Health (Group),Bancassurance,South,60,3324188.4,46,2653285.98,55403.14,
2023-07,Health (Group),Bancassurance,West,62,2001418.9,45,1394962.65,32280.95,
2023-07,Health (Group),Broker,East,35,3152573.2,27,2493589.59,90073.52,
2023-07,Health (Group),Broker,North,65,5389225.4,42,3619789.74,82911.16,
2023-07,Health (Group),Broker,South,49,3225443.13,41,2746050.03,65825.37,
2023-07,Health (Group),Broker,West,53,2255209.36,35,1483209.35,42551.12,
2023-07,Health (Group),Direct/Online,East,48,1423464.0,33,987393.33,29655.5,
2023-07,Health (Group),Direct/Online,North,85,4033079.15,68,3221086.56,47447.99,
2023-07,Health (Group),Direct/Online,South,73,3200584.99,52,2273926.2,43843.63,
2023-07,Health (Group),Direct/Online,West,69,3139400.64,55,2408743.7,45498.56,
2023-07,Health (Group),PoSP,East,19,1273988.76,14,932871.94,67052.04,
2023-07,Health (Group),PoSP,North,39,2137698.42,26,1381377.14,54812.78,
2023-07,Health (Group),PoSP,South,35,2748947.95,30,2333863.2,78541.37,
2023-07,Health (Group),PoSP,West,31,1075378.84,23,778816.57,34689.64,
2023-07,Health (Retail),Agent,East,283,9997034.43,217,7396900.7,35325.21,
2023-07,Health (Retail),Agent,North,492,16659985.92,405,13518571.95,33861.76,
2023-07,Health (Retail),Agent,South,480,11539156.8,359,8589548.88,24039.91,
2023-07,Health (Retail),Agent,West,356,10346257.12,236,6801621.48,29062.52,
2023-07,Health (Retail),Bancassurance,East,187,2800323.13,165,2536772.7,14974.99,
2023-07,Health (Retail),Bancassurance,North,303,9574624.26,229,7082917.33,31599.42,
2023-07,Health (Retail),Bancassurance,South,328,10450870.48,207,6762627.9,31862.41,
2023-07,Health (Retail),Bancassurance,West,303,7305208.8,232,5555195.92,24109.6,
2023-07,Health (Retail),Broker,East,186,6616338.06,137,4943238.11,35571.71,
2023-07,Health (Retail),Broker,North,313,10680617.94,231,7816534.11,34123.38,
2023-07,Health (Retail),Broker,South,264,5029403.28,192,3600564.48,19050.77,
2023-07,Health (Retail),Broker,West,266,8632279.88,209,6458844.04,32452.18,
2023-07,Health (Retail),Direct/Online,East,252,7911933.12,172,5427011.08,31396.56,
2023-07,Health (Retail),Direct/Online,North,402,7237065.3,361,6713834.68,18002.65,
2023-07,Health (Retail),Direct/Online,South,379,13352079.04,272,9638613.76,35229.76,
2023-07,Health (Retail),Direct/Online,West,292,3953417.2,203,2694033.3,13539.1,
2023-07,Health (Retail),PoSP,East,89,2914714.4,68,2124506.32,32749.6,
2023-07,Health (Retail),PoSP,North,166,4182856.38,101,2472157.81,25197.93,
2023-07,Health (Retail),PoSP,South,168,5904160.08,124,4235596.96,35143.81,
2023-07,Health (Retail),PoSP,West,136,4352715.36,110,3456845.7,32005.26,
2023-07,Home,Agent,East,92,635411.8,69,463043.82,6906.65,
2023-07,Home,Agent,North,157,1386997.66,120,1094922.0,8834.38,
2023-07,Home,Agent,South,159,489262.08,133,413240.31,3077.12,
2023-07,Home,Agent,West,146,526154.8,118,412020.6,3603.8,
2023-07,Home,Bancassurance,East,66,355369.08,41,212983.52,5384.38,
2023-07,Home,Bancassurance,North,106,768094.02,78,549743.22,7246.17,
2023-07,Home,Bancassurance,South,108,426627.0,83,317665.07,3950.25,
2023-07,Home,Bancassurance,West,106,507370.06,76,345807.6,4786.51,
2023-07,Home,Broker,East,58,288734.44,44,223154.36,4978.18,
